Brand (Manufacturer),row_number,product_id,Part Number,Extra Info/Notes,superseded
Renault,580,1912,,NULL,NULL
Renault,581,1917,,<html><head></head><body></body></html>,NULL
Renault,582,1919,,<html><head></head><body></body></html>,NULL
NULL,583,1920,,"<html><head></head><body><p><strong>PLEASE NOTE THAT THIS PRODUCT&nbsp;IS ONLY AVAILABLE WITH LOGBOOK AND ID AS PER OUR SPECIAL ORDER TERMS AND CONDITIONS</strong></p>

<p>Clio/Master {PEB1S} and Kangoo {REB3c}</p>

<p>For key cutting see {CUT1}</p>

<p>Programming:<br>
Immobiliser: Comes Programmed</p>

<p>Order cannot be cancelled once ordered</p>


</body></html>",NULL
NULL,584,1925,,"<html><head></head><body><p>This is an OEM&nbsp;NE72 NE73 Drivers Door Barrel in kit form ready to build to a key</p>

<p>Silca key blank reference: NE72 / NE73</p>


</body></html>",NULL
Renault,585,1926,,NULL,NULL
Renault,586,1927,,<html><head></head><body></body></html>,NULL
Renault,587,1928,,NULL,NULL
NULL,588,1930,4875000Q0A,"<html><head></head><body><p>This is an OEM Nissan/Renault/Vauxhall/Opel Ignition Lock Built to a Random Key Number</p>

<p><strong><em>Please note: The manufacturer has superseeded the part from a full metal lock to a part plastic lock. Depending which parts are available, you may see a difference when compared to the vehicle's original lock</em></strong></p>

<p><strong><em>Please note: Depending on how we receive this item from a supplier it will be dispatched with either an {REB8c} or {PEB6c} style remote blade</em></strong></p>

<p><em><strong>Please note: If you require this lock to be built to key number, you will not receive the original key blade. Instead you will receive an MFKB38 blade which&nbsp;is used during building for us to test that the lock works correctly prior to shipping</strong></em></p>

<p>Silca Blank Reference: VA2/VA2<br>
JMA Black Reference: CIT-1</p>

<p>Labour to build lock see {LL3} -<strong>&nbsp;if you require this lock building to key number, please email an image of the key blade along with your key number to enquiries@3dgroupuk.com. Please note that this lock can only be built to the standard Q&amp;H bitting format</strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,589,1931,"8060000Q0C,8200778371C","<html><head></head><body><p>This is an OEM Nissan/Renault/Vauxhall/Opel Door lock made with 1 remote key blade</p>

<p><strong><em>NOTE:<br>
This will replace any door lock on the vehicle</em></strong></p>

<p>Silca Blank Reference: VA2/VA2<br>
JMA Black Reference: CIT-1</p>

<p>Labour to build lock see {LL3}&nbsp;-<strong>&nbsp;if you require this lock building to key number, please email an image of the key blade along with your key number to enquiries@3dgroupuk.com. Please note that this lock can only be built to the standard Q&amp;H bitting format</strong></p>



</body></html>",NULL
NULL,590,1951,,"<html><head></head><body><p>OEM Renault PreCoded Remote Ordered to 8 digit E Number with Premade ID33 Transponder Chip. Lock/Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p><em>NOTE: Chassis number needed to order this key, and to make life easier, the 8 digit code. Send these details after buying sent via the message button or the text server number if you have it</em></p>

<p><strong>AT PRESENT WE NEED LOG BOOK AND ID</strong></p>

<p>Remote head takes upto 7 'working' days for delivery</p>

<p>For key blade see&nbsp;{PEB1S} (Clio) and {REB3S} (Kangoo)<br>
For battery see</p>

<p>Programming:<br>
Immobiliser: Comes already programmed<br>
Remote: Diagnostically</p>



<p><strong>SPECIAL ORDERS CANNOT BE CANCELLED&nbsp;ONCE THE&nbsp;ORDER HAS BEEN PLACED</strong></p>

<p><strong>PLEASE BE AWARE SHIPPING CHARGES WILL BE ADDED TO THIS PRODUCT WHEN SENDING</strong></p>

<p><em>THE PRICE IS TAKEN FROM OUR LAST ORDER AND CAN CHANGE WITHOUT NOTICE DUE TO DEALERSHIP INCREASES. IF YOU NEED A LIVE QUOTE PLEASE CONTACT US VIA THE TEXT SERVER WITH CHASSIS AND REG ALONG WITH YOUR QUESTION</em></p></body></html>",NULL
Renault,591,1952,,<html><head></head><body></body></html>,NULL
NULL,592,1953,"AKRM18,L25389,AKRM18,AKRM18","<html><head></head><body><p>OEM&nbsp;Renault 1 Button RF Remote Head with ID60 T13 Transponder Chip without Screw. Lock/Unlock Button</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {PEB1S}<br>
For screw see {PRP6}<br>
For battery see {CR1620}<br>
For case see {RERC8}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Re-sync after immobiliser</p>



</body></html>",NULL
NULL,593,1954,,"<html><head></head><body><p><strong>NOTE: RENAULT HAVE DISCONTINUED THIS PRODUCT</strong></p>

<p>OEM&nbsp;Renault 1 Button Megane / Scenic IR Remote Head without Screw. Lock/Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>This is the 5 digit S number type with no transponder chip because the remote is the immobiliser</p>

<p>Chassis number needed to order this key &amp; if possible the S number</p>

<p><strong>AT PRESENT WE NEED LOG BOOK AND ID</strong></p>

<p>Remotes takes approx&nbsp;10 'working' days for delivery</p>

<p>For key blade See {PEB1S}<br>
For screw see {PRP6}<br>
For battery see</p>

<p>Programming:<br>
Remote: Manually</p>



<p><strong>SPECIAL ORDERS CANNOT BE CANCELLED&nbsp;ONCE THE&nbsp;ORDER HAS BEEN PLACED</strong></p>

<p><strong>PLEASE BE AWARE SHIPPING CHARGES WILL BE ADDED TO THIS PRODUCT WHEN SENDING</strong></p>

<p><em>THE PRICE IS TAKEN FROM OUR LAST ORDER AND CAN CHANGE WITHOUT NOTICE DUE TO DEALERSHIP INCREASES. IF YOU NEED A LIVE QUOTE PLEASE CONTACT US VIA THE TEXT SERVER WITH CHASSIS AND REG ALONG WITH YOUR QUESTION</em></p>
</body></html>",NULL
NULL,594,1955,"998100272R,AKRM53,AKRM53","<html><head></head><body><p>PLEASE NOTE THAT THIS REMOTE IS ONLY AVAILABLE TO VIN VIA OUR SPECIAL ORDER PARTS SERVICE</p>

<p>Genuine Renault 3 Button Remote Head with ID46 PCF7947 Transponder Chip<br>
Lock, Unlock and Boot Button</p>

<p>Frequency: 433Mhz<br>
<br>
For key blade see {REB8c}<br>
For screw see {PRP6}<br>
For battery see {CR2016}</p>

<p><strong>Please note this product is Renault branded</strong><br>
<br>
<strong>PLEASE NOTE: BUTTON IMAGE MAY VARY BUT FUNCTIONALITY IS THE SAME</strong></p>

<p><strong>{RER18nl} is a direct replacement for this product (RER14) providing that our {REB10c} key blade is used in conjunction with it</strong></p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,595,1956,2859900QAB,"<html><head></head><body><p>OEM&nbsp;Nissan, Opel/Vauxhall or Renault&nbsp;1 Button PreCoded Remote Ordered to 8 Digit E Number with ID33 Premade Transponder Chip. Lock/Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p>Pre-coded type ordered to 8 digit E number</p>

<p><strong>NOTE: The chassis number is needed to order this key along with a copy of the V5, Driving Licence and Utility bill , and to make life easier the 8 digit code. These details after buying need to be sent via the message button or the text server number if you have it</strong></p>

<p>.Key takes upto 7 'working' days for delivery</p>

<p>For key blade See {PEB1S}<br>
For battery see {CR2016}</p>

<p><strong>SPECIAL ORDERS CANNOT BE CANCELLED AFTER ORDER HAS BEEN PLACED</strong></p>

<p>Programming:<br>
Immobiliser: Comes already programmed<br>
Remote: Diagnostcially</p>



<p><strong>NOTE: ALL SPECIAL ORDER ITEMS WILL HAVE COURIER SHIPPING CHARGES ADDED WHEN ITEM IS SENT</strong></p>

<p><em>THE PRICE IS TAKEN FROM OUR LAST ORDER AND CAN CHANGE WITHOUT NOTICE DUE TO DEALERSHIP INCREASES. IF YOU NEED A LIVE QUOTE PLEASE CONTACT US VIA THE TEXT SERVER WITH CHASSIS AND REG ALONG WITH YOUR QUESTION</em></p></body></html>",NULL
Opel,596,1957,,<html><head></head><body></body></html>,NULL
Nissan,597,1957,,<html><head></head><body></body></html>,NULL
Renault,598,1958,,<html><head></head><body></body></html>,NULL
Renault,599,1959,,<html><head></head><body></body></html>,NULL
Renault,600,1960,,<html><head></head><body></body></html>,NULL
NULL,601,1961,"285971005R,AKRM21,AKRM56,AKRM56,AKRM21,AKRM56","<html><head></head><body><p>OEM&nbsp;Renault Laguna 2 PH2/Espace 4&nbsp;3 Button Remote Card with PCF7936 ID46 Transponder Chip&nbsp;without Key Blade. Lock, Unlock and Headlight Button.</p>

<p><strong>NOTE: RENAULT NO LONGER&nbsp;PRINT THE VEHICLE MODEL ONTO THESE CARDS AND THEREFORE THERE IS NO LONGER A DIFFERENCE BETWEEN RER2 AND RER3.&nbsp;</strong></p>

<p>Frequency: 433Mhz</p>

<p>For key blade See {REB6}.<br>
For battery see {CR2025}.</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



<p>Vehicles:<br>
Renault Laguna&nbsp;<em>2004-2008 (with handsfree system)</em><br>
Renault Espace&nbsp;<em>2003-2010<em>&nbsp;</em>(with handsfree system)</em></p>



<p><a href=""https://3dgroupuk.com/admin/product/descriptions/1961#"" id=""Edit1097"" rel=""tooltip"" title=""Edit"">&nbsp;</a></p>

<p><strong>PLEASE NOTE THAT THIS PRODUCT&nbsp;IS NOW&nbsp;DISCONTINUED AND&nbsp;IS ONLY AVAILABLE WITH LOGBOOK AND ID AS PER OUR SPECIAL ORDER TERMS AND CONDITIONS. PLEASE SEE {RER2DE} FOR A SINGLE&nbsp;CARD&nbsp;OR {RER2DE2} FOR A PAIR.</strong></p>

<p>OEM&nbsp;Renault Espace 4/Laguna 2 PH2 3-Button Handsfree Remote Card with PCF7936 ID46 Transponder Chip&nbsp;without Key Blade. Lock, Unlock and Headlight Button.</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {REB6}.<br>
For battery see {CR2025}.</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



<p>Vehicles:<br>
Renault Laguna 2005-2008<br>
Renault Espace 2003-2010 handsfree</p>

<p>&nbsp;</p>

</body></html>",NULL
Renault,602,1962,"998100571R,998102668R,998104105R","<html><head></head><body><p>OEM&nbsp;Renault 2 Button&nbsp;Remote with PCF7947 ID46 Transponder Chip without Screw.&nbsp;Lock and Unlock Buttons</p>

<p><strong>NOTE: This product is Renault branded - for the unbranded version please see {RER20nl}&nbsp;</strong></p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {REB8c}<br>
For screw see {PRP6}<br>
For battery see {CR2016}<br>
For case see {RERC3}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
Renault,603,1964,,<html><head></head><body></body></html>,NULL
Renault,604,1965,,<html><head></head><body></body></html>,NULL
Renault,605,1966,,<html><head></head><body></body></html>,NULL
Renault,606,1967,,<html><head></head><body></body></html>,NULL
Renault,607,1968,,<html><head></head><body></body></html>,NULL
Renault,608,1969,,<html><head></head><body></body></html>,NULL
NULL,609,1970,,"<html><head></head><body><p><strong>PLEASE NOTE THAT THIS PRODUCT&nbsp;IS ONLY AVAILABLE WITH LOGBOOK AND ID AS PER OUR SPECIAL ORDER TERMS AND CONDITIONS</strong></p>

<p>OEM&nbsp;Renault Clio&nbsp;III 3 Button Handsdree/Proximity/Keyless go Remote Card with PCF7943 ID46 (Locked to Chassis)&nbsp;Transponder Chip.&nbsp;Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p><strong>Note: Key blade not included. Please order separately if required</strong></p>

<p><strong>Note: Hands free cars can be started without puting the card into the dash. Also round buttons are on the door handles to distinguish the system from the normal type</strong></p>

<p>For key blade see {REB7}<br>
For battery see {CR2025}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,610,1971,285975219R,"<html><head></head><body><p><strong>PLEASE NOTE THAT THIS PRODUCT&nbsp;IS ONLY AVAILABLE WITH LOGBOOK AND ID AS PER OUR SPECIAL ORDER TERMS AND CONDITIONS</strong></p>

<p>2x OEM&nbsp;Renault Clio&nbsp;III 3 Button Handsdree/Proximity/Keyless go Remote Card with PCF7943 ID46 (locked to chassis)&nbsp;Transponder Chip with Key Blade cut to orignial key number.&nbsp;Lock, Unlock and Boot Button</p>

<p>Frequency: 433Mhz</p>

<p><strong>NOTE: Hands free cars can be started without puting the card into the dash. Also round buttons are on the door handles to distinguish the system from the normal type</strong></p>

<p>For key blade see {REB7}<em>&nbsp;(comes with blade cut to chassis number)</em><br>
For battery see {CR2025}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>

</body></html>",NULL
NULL,611,1972,,"<html><head></head><body><p>OEM&nbsp;Renault 1 Button Remote with ID33 Transponder Chip ready ONLY for EEPROM Work or Repairs. Lock/Unlock Button</p>

<p>Frequency: 433Mhz</p>

<p><strong>NOTE: You can only use this remote&nbsp;with correct methods&nbsp;and equipment via EEPROM or using repair parts i.e replacement case</strong></p>

<p>For key blade See {PEB1S} (Clio, Master) and {REB3S} (Kangoo)<br>
For battery see {CR2016}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: EEPROM<br>
Remote: EEPROM then Diagnostically or Manually</p>

</body></html>",NULL
Renault,612,1973,,<html><head></head><body></body></html>,NULL
Renault,613,1974,,<html><head></head><body></body></html>,NULL
NULL,614,1975,285971005R,"<html><head></head><body><p>OEM&nbsp;Renault Laguna 2 PH2/Espace 4&nbsp;3-Button Remote Card with PCF7936 ID46 Transponder Chip Pre-Coded to VIN, Ready for Programming. Lock, Unlock and Headlight Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade See {REB6}<br>
For battery see {CR2025}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>

</body></html>",NULL
Renault,615,1976,,<html><head></head><body></body></html>,NULL
NULL,616,1977,"285971998R,HVRM136","<html><head></head><body><p>OEM&nbsp;Renault 4 Button Remote&nbsp;Card with PCF7939 ID46ex Transponder Chip without Key Blade. Lock, Unlock, Boot and Headlight Buttons</p>

<p><strong>NOTE:<br>
Some machines show the&nbsp;chips as locked</strong></p>

<p>Frequency: 433Mhz</p>

<p><strong>NOTE: This remote card is for a handsfree system</strong></p>

<p>For key blade see {REB11c}<br>
For battery see {CR2032}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>

</body></html>",NULL
Renault,617,1978,,<html><head></head><body></body></html>,NULL
Renault,618,1979,,NULL,NULL
Renault,619,1981,,<html><head></head><body></body></html>,NULL
Renault,620,1982,,<html><head></head><body></body></html>,NULL
NULL,621,1983,285974219R,"<html><head></head><body><p><br>
Aftermarket&nbsp;2 Button Remote Card with PCF7947 ID46 Transponder Chip with Key Blade. Lock and Unlock Button.</p>

<p>Frequency: 433Mhz</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR1620}<br>
For genuine remote see {RER4DE}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>


</body></html>",NULL
Renault,622,1984,,<html><head></head><body></body></html>,NULL
Renault,623,1985,,<html><head></head><body></body></html>,NULL
Renault,624,1986,,<html><head></head><body></body></html>,NULL
Renault,625,1987,,"<html><head></head><body><p>Aftermarket 3 Button Remote Card with PCF7947 ID46 Transponder Chip. Lock, Unlock and Boot Buttons With Emergency Key Blade</p>

<p>Frequency: 433Mhz</p>

<p>For key cutting see {CUT2}<br>
For battery see {CR2025}<br>
For genuine special order remote see {RER5DE} (Megane) / {RER6DE} (Scenic)</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>

</body></html>",NULL
NULL,626,1988,"AKRM47,AKRM47","<html><head></head><body><p><strong>PLEASE NOTE THAT THIS PRODUCT&nbsp;IS&nbsp; ONLY AVAILABLE WITH LOGBOOK AND ID AS PER OUR SPECIAL ORDER TERMS AND CONDITIONS</strong></p>

<p>OEM&nbsp;Renault Megane 3 Button Remote Card with PCF7947 ID46 Transponder Chip&nbsp;without Key Blade cut to original key number. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade See {REB7}&nbsp;<em>(comes cut to chassis number)</em><br>
For battery see {CR2025}<br>
For Renault Megane handsfree card&nbsp;see {RER7DE}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



</body></html>",NULL
NULL,627,1989,285974543R,"<html><head></head><body><p><strong>PLEASE NOTE THAT THIS PRODUCT&nbsp;IS&nbsp; ONLY AVAILABLE WITH LOGBOOK AND ID AS PER OUR SPECIAL ORDER TERMS AND CONDITIONS</strong></p>

<p>2x OEM&nbsp;Renault Megane 3 Button Remote Card with PCF7947 ID46 Transponder Chip&nbsp;without Key Blade cut to original key number. Lock, Unlock and Boot Buttons</p>

<p>Frequency: 433Mhz</p>

<p>For key blade See {REB7}&nbsp;<em>(comes cut to chassis number)</em><br>
For battery see {CR2025}<br>
For Renault Megane handsfree card see {RER7DE2}</p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>



</body></html>",NULL
Renault,628,1990,,<html><head></head><body></body></html>,NULL
Renault,629,1991,,<html><head></head><body></body></html>,NULL
Renault,630,1992,,<html><head></head><body></body></html>,NULL
Renault,631,1993,,<html><head></head><body></body></html>,NULL
Renault,632,1994,,<html><head></head><body></body></html>,NULL
Renault,633,1995,,<html><head></head><body></body></html>,NULL
Renault,634,1996,,<html><head></head><body></body></html>,NULL
Renault,635,1997,,<html><head></head><body></body></html>,NULL
Renault,636,1998,,<html><head></head><body></body></html>,NULL
NULL,637,1999,"AKRM19,L25395,AKRM19,AKRM19","<html><head></head><body><p>OEM&nbsp;Renault 1 Button Remote with PCF7946 ID46 Transponder Chip. Lock / Unlock Button</p>

<p>Frequency: 433Mhz</p>

<p>For key blade see {PEB1S} (Clio)&nbsp;or {REB3S} or {REB3J}&nbsp;(Kangoo)<br>
For battery see {CR1220}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Immobiliser: Diagnostically<br>
Remote: Automatically with immobiliser</p>


</body></html>",Y
NULL,638,2000,"AKRM19,AKRM19,AKRM19","<html><head></head><body><p>Aftermarket 1 Button Renault Remote with PCF7946 ID46 Transponder Chip. Lock/Unlock Button<br>
Comes with Blade {PEB1S}</p>


</body></html>",NULL
NULL,639,2020,"YWX101200,YWX101220,YWX101220A","<html><head></head><body><p>OEM 2 Button Remote for 3TXA 3TXB 3TXC 17TN. Lock and Unlock Buttons</p>

<p>Frequency: 433Mhz</p>

<p><strong>Note: These remotes are no longer produced by Lucas. All genuine Rover parts are now manufactured by X-Part under their own brand name</strong></p>

<p>For battery see {CR2032}<br>
For replacement buttons see {EPRB9}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment.</em></p>

<p>Programming:<br>
Remote: Diagnostically</p>



<p>&nbsp;</p>

</body></html>",NULL
NULL,640,2023,"YWX000360,AKRM106,L25342,AKRM106,AKRM106","<html><head></head><body><p>OEM&nbsp;MG 3 Buton Remote with barcode. Lock, Unlock and Boot Buttons</p>

<p><strong>NOTE: CAN ALSO BE USED&nbsp;FOR MG 2 BUTTON REMOTES</strong></p>

<p><strong>NOTE: CAN BE USED FOR ROVER 2 AND 3 BUTTON REMOTES</strong></p>

<p><strong>NOTE: PLEASE BE AWARE THAT IF NO REMOTES WORK THE CAR, YOU CANNOT USE DIAGNOSTIC EQUIPMENT. EEPROM&nbsp;WORK OR NEW PEKTRON BODY CONTROL UNIT IS NEEDED</strong></p>

<p>Frequency: 433Mhz</p>

<p>For battery see {CR2032}<br>
For replacement buttons see {EPRB12}<br>
<em>To our knowledge this is the latest button for this remote. 3D Group will not be responsible for problems arising from ill fitment</em></p>

<p>Programming:<br>
Remote: Diagnostically</p>

</body></html>",NULL
